Company
Crocs Inc. Common Stock
CorVel Corp. Common Stock
Crown Crafts Inc Common Stock
Cosan S.A. ADS
CSP Inc. Common Stock
CSX Corporation Common Stock
Yunhong CTI Ltd. Common Stock
Cantaloupe Inc. Common Stock
Catalent Inc. Common Stock
Castellum Inc. Common Stock
Citi Trends Inc. Common Stock
CTS Corporation Common Stock
Innovid Corp. Common Stock
Corteva Inc. Common Stock 
CubeSmart Common Shares
Cuentas Inc. Common Stock
Cuentas Inc. Warrant
Carnival Plc ADS ADS
Culp Inc. Common Stock
CuriosityStream Inc. Warrant
Cutera Inc. Common Stock
CureVac N.V. Ordinary Shares
CVR Energy Inc. Common Stock
CVRx Inc. Common Stock
CohBar Inc. Common Stock
Crexendo Inc. Common Stock
CoreCivic Inc. Common Stock
Cybin Inc. Common Shares
Cyngn Inc. Common Stock
CYREN Ltd. Ordinary Shares
CryoPort Inc. Common Stock
Daktronics Inc. Common Stock
DatChat Inc. Common Stock
Dave Inc. Warrants
Deutsche Bank AG Common Stock
DigitalBridge Group Inc.
Docebo Inc. Common Shares
Tritium DCFC Limited Warrant
DocGo Inc. Common Stock
Dillard's Inc. Common Stock
Dillard's Capital Trust I
Deere & Company Common Stock
Denbury Inc. Common Stock
Diageo plc Common Stock
DHB Capital Corp. Unit
DHB Capital Corp. Warrant
DHC Acquisition Corp. Unit
DHC Acquisition Corp. Warrant
D.R. Horton Inc. Common Stock
DHT Holdings Inc.
DHI Group Inc. Common Stock
1stdibs.com Inc. Common Stock
DLH Holdings Corp.
Dollar Tree Inc. Common Stock
DermTech Inc. Common Stock
Codex DNA Inc. Common Stock
NOW Inc. Common Stock
DocuSign Inc. Common Stock
Dole plc Ordinary Shares
Dow Inc. Common Stock 
Draganfly Inc. Common Shares
Dril-Quip Inc. Common Stock
Drive Shack Inc.
Drive Shack Inc. Pfd Ser D
Daseke Inc. Common Stock
DSS Inc. Common Stock
Dynatrace Inc. Common Stock
DAVIDsTEA Inc. Common Stock
Datasea Inc. Common Stock
DaVita Inc. Common Stock
DexCom Inc. Common Stock
DZS Inc. Common Stock
ENI S.p.A. Common Stock
Edify Acquisition Corp. Units
Eargo Inc. Common Stock
eBay Inc. Common Stock
EBET INC. Common Stock
Ennis Inc. Common Stock
Ebix Inc. Common Stock
ECB Bancorp Inc. Common Stock
Ecolab Inc. Common Stock
electroCore Inc. Common Stock
Ecovyst Inc. Common Stock
EuroDry Ltd. Common Shares 
Equifax Inc. Common Stock
Enerflex Ltd Common Shares
8x8 Inc Common Stock
Edgio Inc. Common Stock
EHang Holdings Limited ADS
Enhabit Inc. Common Stock
eHealth Inc. Common Stock
Electromed Inc. Common Stock
Elme Communities Common Stock
Eltek Ltd. Ordinary Shares
Embecta Corp. Common Stock
EMCOR Group Inc. Common Stock
Enbridge Inc Common Stock
EnerSys Common Stock
Entegris Inc. Common Stock
Entera Bio Ltd. Warrant
Envestnet Inc Common Stock
Evolus Inc. Common Stock
ESSA Pharma Inc. Common Stock
EPR Properties Common Stock
Equillium Inc. Common Stock
Equinor ASA
EQRx Inc.  Common Stock
EQRx Inc. Warrant
EQT Corporation Common Stock
Erasca Inc. Common Stock
Embraer S.A. Common Stock
ESAB Corporation Common Stock
EngageSmart Inc. Common Stock
Elastic N.V. Ordinary Shares
89bio Inc. Common Stock
Etsy Inc. Common Stock
Euronav NV Ordinary Shares
Enviva Inc. Common Stock
Everbridge Inc. Common Stock
Eve Holding Inc. Common Stock
Evogene Ltd Ordinary Shares
EVgo Inc. Warrants
Evergreen Corporation Warrant
Evo Acquisition Corp. Unit
Evo Acquisition Corp. Warrant
Evergy Inc. Common Stock
Evertec Inc. Common Stock
Exelixis Inc. Common Stock
Exponent Inc. Common Stock
Express Inc. Common Stock
Eyenovia Inc. Common Stock
Farmmi Inc. Ordinary Shares
Fastenal Company Common Stock
FAT Brands Inc. Warrant
FaZe Holdings Inc. Warrant
First Bancshares Inc.
First Bancorp Common Stock
Femasys Inc. Common Stock
Ferguson plc Ordinary Shares
FFBW Inc. Common Stock (MD)
F5 Inc. Common Stock
FibroGen Inc Common Stock
FGI Industries Ltd. Warrant
FG Merger Corp. Common Stock
FG Merger Corp. Unit
FG Merger Corp. Warrant
Future Health ESG Corp. Unit
FinWise Bancorp Common Stock
Fiserv Inc. Common Stock
Five Below Inc. Common Stock
Five9 Inc. Common Stock
Foot Locker Inc.
Flex Ltd. Ordinary Shares
FLEX LNG Ltd. Ordinary Shares
Fluent Inc. Common Stock
FMC Corporation Common Stock
Fabrinet Ordinary Shares
Paragon 28 Inc. Common Stock
Franco-Nevada Corporation
Finward Bancorp Common Stock
Forian Inc. Common Stock
FlexShopper Inc. Common Stock
First Bank Common Stock
FREYR Battery Ordinary Shares
JFrog Ltd. Ordinary Shares
Freshpet Inc. Common Stock
Forza X1 Inc. Common Stock
FS Bancorp Inc. Common Stock
First Solar Inc. Common Stock
Fast Radius Inc. Warrants
FTC Solar Inc. Common Stock
Frontdoor Inc. Common Stock
Fuel Tech Inc. Common Stock
TechnipFMC plc Ordinary Share
Fortinet Inc. Common Stock
Fortis Inc. Common Shares
fuboTV Inc. Common Stock
Cedar Fair L.P. Common Stock
Arcimoto Inc. Common Stock
FVCBankcorp Inc. Common Stock
Genpact Limited Common Stock
GAN Limited Ordinary Shares
StealthGas Inc. Common Stock
GATX Corporation Common Stock
Galiano Gold Inc.
Gannett Co. Inc. Common Stock
GCM Grosvenor Inc. Warrant
Genesco Inc. Common Stock
GlucoTrack Inc. Common Stock
GDS Holdings Limited ADS
Gen Digital Inc. Common Stock
Genetic Technologies Ltd ADS
Geo Group Inc (The) REIT
Guess? Inc. Common Stock
Gevo Inc. Common Stock
Gerdau S.A. Common Stock
Green Giant Inc. Common Stock
Graco Inc. Common Stock
Gogoro Inc. Ordinary Shares
Gogoro Inc. Warrant
Gores Holdings IX Inc. Unit
CGI Inc. Common Stock
Gores Holdings VIII Inc. Unit
Globe Life Inc. Common Stock
GoldMining Inc. Common Shares
TD Holdings Inc. Common Stock
Golar Lng Ltd
Globant S.A. Common Shares
Galecto Inc. Common Stock
Genmab A/S ADS
GMS Inc. Common Stock
Genprex Inc. Common Stock
Genasys Inc. Common Stock
Canoo Inc. Warrant
Gogo Inc. Common Stock
GeoVax Labs Inc. Common Stock
GeoVax Labs Inc. Warrants
Geopark Ltd Common Shares
Gap Inc. (The) Common Stock
Grab Holdings Limited Warrant
Muscle Maker Inc Common Stock
Groupon Inc. Common Stock
Globalstar Inc. Common Stock
Gores Holdings VII Inc. Units
GSI Technology Common Stock
Genetron Holdings Limited ADS
GSE Systems Inc. Common Stock
ESS Tech Inc. Common Stock
GX Acquisition Corp. II Unit
Gyrodyne LLC Common Stock
Hasbro Inc. Common Stock
Hanesbrands Inc. Common Stock
HCI Group Inc. Common Stock
HCM Acquisition Corp Warrant
Heico Corporation
Hess Corporation Common Stock
HEXO Corp. Common Shares
Highland Income Fund
Humanigen Inc. Common Stock
HHG Capital Corporation Units
Harte-Hanks Inc. Common Stock
Hillenbrand Inc Common Stock
Hibbett Inc. Common Stock
High Tide Inc. Common Shares
Helbiz Inc. Warrant
Heliogen Inc. Common Stock
Harmonic Inc. Common Stock
Holley Inc. Common Stock
Cue Health Inc. Common Stock
HilleVax Inc. Common Stock
HomeStreet Inc. Common Stock
HNI Corporation Common Stock
Hologic Inc. Common Stock
Hour Loop Inc. Common Stock
HighPeak Energy Inc. Warrant
HP Inc. Common Stock
H&R Block Inc. Common Stock
Histogen Inc. Common Stock
Hilltop Holdings Inc.
Fusion Fuel Green PLC Warrant
Hubbell Inc Common Stock
HubSpot Inc. Common Stock
Humana Inc. Common Stock
Humacyte Inc. Common Stock
Humacyte Inc. Warrant
HV Bancorp Inc. Common Stock
Hawkins Inc. Common Stock
HyreCar Inc. Common Stock
Hyzon Motors Inc. Warrants
IAA Inc. Common Stock 
IAC Inc. Common Stock
i-80 Gold Corp. Common Shares
IBEX Limited Common Shares
iBio Inc. Common Stock
ImmunityBio Inc. Common Stock
iCAD Inc. Common Stock
ICON plc Ordinary Shares
ICU Medical Inc. Common Stock
Icosavax Inc. Common Stock
IDACORP Inc. Common Stock
Ideanomics Inc. Common Stock
IDEX Corporation Common Stock
InflaRx N.V. Common Stock
IG Acquisition Corp. Unit
IG Acquisition Corp. Warrant
Illumina Inc. Common Stock
IMAC Holdings Inc. Warrant
Imax Corporation Common Stock
ImmunoGen Inc. Common Stock
Immunome Inc. Common Stock
Imunon Inc. Common Stock
IMARA Inc. Common Stock
Immatics N.V. Ordinary Shares
Immatics N.V. Warrants
Immunic Inc. Common Stock
IMV Inc. Common Shares
Immunovant Inc. Common Stock
IN8bio Inc. Common Stock
Inhibrx Inc. Common Stock
Incyte Corp. Common Stock
ING Group N.V. Common Stock
Inogen Inc Common Stock
INmune Bio Inc. Common stock
InMode Ltd. Ordinary Shares
Innodata Inc. Common Stock
Inpixon Common Stock
Inseego Corp. Common Stock
Insight Select Income Fund
Insmed Inc. Common Stock
Intapp Inc. Common Stock
Intuit Inc. Common Stock
Intrusion Inc. Common Stock
Inuvo Inc.
Innoviva Inc. Common Stock
Identiv Inc. Common Stock
IO Biotech Inc. Common Stock
IonQ Inc. Common Stock
Innospec Inc. Common Stock
Innate Pharma S.A. ADS
iPower Inc. Common Stock
Ideal Power Inc. Common Stock
Iris Acquisition Corp Units
Iris Acquisition Corp Warrant
IronNet Inc. Common Stock
IF Bancorp Inc. Common Stock
IVERIC bio Inc. Common Stock
iSpecimen Inc. Common Stock
IsoRay Inc. Common Stock (DE)
iSun Inc. Common Stock
Gartner Inc. Common Stock
Iteris Inc. Common Stock
Itron Inc. Common Stock
ITT Inc. Common Stock 
Intevac Inc. Common Stock
Iveda Solutions Inc. Warrant
Invivyd Inc. Common Stock
Invesco Ltd Common Stock
Orix Corp Ads Common Stock
IX Acquisition Corp. Unit
IX Acquisition Corp. Warrant
JanOne Inc. Common Stock (NV)
Jabil Inc. Common Stock
Jeffs' Brands Ltd Warrant
J. Jill Inc. Common Stock
JOANN Inc. Common Stock
GEE Group Inc. Common Stock
Jupiter Wellness Inc. Warrant
Nordstrom Inc. Common Stock
The Joint Corp. Common Stock
Kellogg Company Common Stock
Kadant Inc Common Stock
Kairos Acquisition Corp. Unit
Karooooo Ltd. Ordinary Shares
KB Financial Group Inc
KB Home Common Stock
Kubient Inc. Common Stock
KBR Inc. Common Stock
Akerna Corp. Common Stock
Akerna Corp Warrant
KeyCorp Common Stock
Kforce Inc. Common Stock
Korn Ferry Common Stock
Kirkland's Inc. COMMONSTOCK
KKR & Co. Inc. Common Stock
KLA Corporation Common Stock
KL Acquisition Corp Unit
Kaleyra Inc. Common Stock
Kaltura Inc. Common Stock
Kamada Ltd. Ordinary Shares
KemPharm Inc. Common Stock
Kemper Corporation
Kennametal Inc. Common Stock
CarMax Inc
Know Labs Inc. Common Stock
Koss Corporation Common Stock
Kronos Bio Inc. Common Stock
KT Corporation Common Stock
DWS Municipal Income Trust
Quaker Houghton Common Stock
nLIGHT Inc. Common Stock
LatAmGrowth SPAC Warrants
CS Disco Inc. Common Stock
8i Acquisition 2 Corp. Rights
8i Acquisition 2 Corp. Unit
Locafy Limited Ordinary Share
Lannett Co Inc Common Stock
Lucid Group Inc. Common Stock
LCI Industries
LCNB Corporation Common Stock
LDH Growth Corp I Units
LDH Growth Corp I Warrant
Lands' End Inc. Common Stock
Lear Corporation Common Stock
Leslie's Inc. Common Stock
Leafly Holdings Inc. Warrant
LifeMD Inc. Common Stock
Littelfuse Inc. Common Stock
LGI Homes Inc. Common Stock
LogicMark Inc. Common Stock
Largo Inc. Common Shares
Legato Merger Corp. II Unit
LHC Group Common Stock
AEye Inc. Warrant
aTyr Pharma Inc. Common Stock
Lilium N.V. Warrants
Linde plc Ordinary Share
Lionheart III Corp Unit
Lionheart III Corp Warrant
LivaNova PLC Ordinary Shares
LKQ Corporation Common Stock
LumiraDx Limited Warrant
Lemonade Inc. Common Stock
Limoneira Co Common Stock
LINKBANCORP Inc. Common Stock
LENSAR Inc. Common Stock
Manhattan Bridge Capital Inc
Comstock Inc. Common Stock
CarLotz Inc. Warrant
Lipocine Inc. Common Stock
Dorian LPG Ltd. Common Stock
LivePerson Inc. Common Stock
Loop Media Inc. Common Stock
Stride Inc. Common Stock
Latch Inc. Common Stock
Lantronix Inc. Common Stock
Lottery.com Inc. Common Stock
Lottery.com Inc. Warrants
LiveOne Inc. Common Stock
LiveVox Holdings Inc. Warrant
Levere Holdings Corp. Warrant
Macy's Inc Common Stock
ManpowerGroup Common Stock
WM Technology Inc. Warrants 
908 Devices Inc. Common Stock
Mattel Inc. Common Stock
Matson Inc. Common Stock
Maxar Technologies Inc.
J. W. Mays Inc. Common Stock
MBIA Inc. Common Stock
Mustang Bio Inc. Common Stock
Medigus Ltd. Series C Warrant
MDJM LTD Ordinary Share
MiMedx Group Inc Common Stock
MEDIFAST INC Common Stock
MEI Pharma Inc. Common Stock
MetLife Inc. Common Stock
MFA Financial Inc.
MGE Energy Inc
Magnite Inc. Common Stock
MacroGenics Inc. Common Stock
MGP Ingredients Inc.
McGrath RentCorp Common Stock
Maiden Holdings Ltd.
M/I Homes Inc. Common Stock
MICT Inc. Common Stock
Minim Inc. Common Stock
MillerKnoll Inc. Common Stock
3M Company Common Stock
Maximus Inc. Common Stock
Medicinova Inc Common Stock
Monro Inc. Common Stock
Monster Beverage Corporation
Momentus Inc. Warrant
Altria Group Inc.
Mobilicom Limited Warrants
Mobiv Acquisition Corp Unit
Model N Inc. Common Stock
ModivCare Inc. Common Stock
Mogo Inc. Common Shares
Morningstar Inc. Common Stock
Movano Inc. Common Stock
Mid Penn Bancorp Common Stock
MRC Global Inc. Common Stock
Moderna Inc. Common Stock
Merus N.V. Common Shares
Morgan Stanley Common Stock
Mesabi Trust Common Stock
MSCI Inc Common Stock
MSD Acquisition Corp. Unit
MSD Acquisition Corp. Warrant
MSP Recovery Inc. Warrant
MSP Recovery Inc. Warrant
CareCloud Inc. Common Stock
MMTec Inc. Common Shares
Match Group Inc. Common Stock
Metacrine Inc. Common Stock
Materion Corporation
MasTec Inc. Common Stock
Murphy USA Inc. Common Stock
MicroVision Inc. Common Stock
MaxCyte Inc. Common Stock
MaxLinear Inc. Common Stock
Myomo Inc. Common Stock
MYR Group Inc. Common Stock
My Size Inc. Common Stock
N-able Inc. Common Stock
Northeast Bank Common Stock
Nabors Industries Ltd.
NBT Bancorp Inc. Common Stock
nCino Inc. Common Stock
Netcapital Inc. Common Stock
Netcapital Inc. Warrants
NCR Corporation Common Stock
Nocera Inc. Common Stock
Nasdaq Inc. Common Stock
Newmont Corporation
NeoGenomics Inc. Common Stock
Neonode Inc. Common Stock
NeoVolta Inc. Common Stock
Nephros Inc. Common Stock
Eneti Inc. Common Stock
NewMarket Corp Common Stock
New Relic Inc. Common Stock
NexImmune Inc. Common Stock
Netflix Inc. Common Stock
Novagold Resources Inc.
New Gold Inc.
NeoGames S.A. Ordinary Shares
NantHealth Inc. Common Stock
NiSource Inc Common Stock
Nike Inc. Common Stock
Nkarta Inc. Common Stock
Nautilus Inc. Common Stock
NextNav Inc. Common Stock
NextNav Inc. Warrant
NN Inc. Common Stock
Nelnet Inc. Common Stock
Noah Holdings Limited
NI Holdings Inc. Common Stock
Nogin Inc. Common Stock
Nogin Inc. Warrant 
Inotiv Inc. Common Stock
NOV Inc. Common Stock
Novan Inc. Common Stock
Novanta Inc. Common Stock
ServiceNow Inc. Common Stock
Neuropace Inc. Common Stock
EnPro Industries Inc
NRG Energy Inc. Common Stock
Insperity Inc. Common Stock
InspireMD Inc. Common Stock
NetApp Inc. Common Stock
NETGEAR Inc. Common Stock
Nutrien Ltd. Common Shares
Natera Inc. Common Stock
Nutriband Inc. Common Stock
Nutriband Inc. Warrant
NetSTREIT Corp. Common Stock
Natuzzi S.p.A.
NeuroMetrix Inc. Common Stock
NuVasive Inc. Common Stock
Nuwellis Inc. Common Stock
NuZee Inc. Common Stock
Novavax Inc. Common Stock
Neovasc Inc. Common Shares
NVE Corporation Common Stock
NV5 Global Inc. Common Stock
Nova Ltd. Ordinary Shares
Novo Nordisk A/S Common Stock
NVR Inc. Common Stock
Nevro Corp. Common Stock
Novartis AG Common Stock
Nuvve Holding Corp. Warrant
NWTN Inc. Warrant
NexGel Inc Common Stock
NexGel Inc Warrant
NextPlat Corp Common Stock
NextPlat Corp Warrants
NextCure Inc. Common Stock
Nayax Ltd. Ordinary Shares
Nyxoah SA Ordinary Shares
OmniAb Inc. Common Stock
OmniAb Inc. Warrant
Outbrain Inc. Common Stock
Oblong Inc. Common Stock
ObsEva SA Ordinary Shares
OCA Acquisition Corp. Unit
OCA Acquisition Corp. Warrant
Ocugen Inc. Common Stock
OFG Bancorp Common Stock
Omega Flex Inc. Common Stock
OGE Energy Corp Common Stock
Oragenics Inc. Common Stock
Organon & Co. Common Stock 
ONE Gas Inc. Common Stock
OPY Acquisition Corp. I Units
Orion Acquisition Corp. Unit
O-I Glass Inc. Common Stock
ONEOK Inc. Common Stock
Olin Corporation Common Stock
Olo Inc. Class A Common Stock
OMNIQ Corp. Common Stock
Oncorus Inc. Common Stock
Onfolio Holdings Inc. Warrant
ON24 Inc. Common Stock
Ooma Inc. Common Stock
OceanPal Inc. Common Stock
OPAL Fuels Inc. Warrant
OP Bancorp Common Stock
OpGen Inc. Common Stock
OPKO Health Inc. Common Stock
OptiNose Inc. Common Stock
Orange
Orgenesis Inc. Common Stock
OneSpan Inc. Common Stock
Otonomy Inc. Common Stock
Ontrak Inc. Common Stock
Ouster Inc. Common Stock
Ovintiv Inc. (DE)
Bank OZK Common Stock
PacWest Bancorp Common Stock
Pioneer Merger Corp. Unit
Pioneer Merger Corp. Warrant
Paltalk Inc. Common Stock
Passage Bio Inc. Common Stock
PAVmed Inc. Common Stock
PAVmed Inc. Series Z Warrant
Payoneer Global Inc. Warrant
Paysign Inc. Common Stock
Paychex Inc. Common Stock
PACCAR Inc. Common Stock
PCB Bancorp Common Stock
PCM Fund Inc. Common Stock
PCTEL Inc. Common Stock
Vaxcyte Inc. Common Stock
PagerDuty Inc. Common Stock
Pro-Dex Inc. Common Stock
Pedevco Corp. Common Stock
Pegasystems Inc. Common Stock
Penumbra Inc. Common Stock
PepsiCo Inc. Common Stock
